date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:00:11	34133/34133	---MC-	200	added ('OK')	application/json	date:Wed,%2028%20Dec%202022%2019:00:10%20GMT	https://interovr.com/wp-json/wp/v2/pages/879	/Users/savashito/websites/intero/interovr.com/wp-json/wp/v2/pages/879.json	(from https://interovr.com/)
14:00:11	100002/100002	---MC-	200	added ('OK')	application/json	date:Wed,%2028%20Dec%202022%2019:00:10%20GMT	https://interovr.com/wp-json/	/Users/savashito/websites/intero/interovr.com/wp-json/index.html	(from https://interovr.com/)
14:00:11	786/786	---M-Z	200	added ('OK')	text/xml	date:Wed,%2028%20Dec%202022%2019:00:11%20GMT	https://interovr.com/xmlrpc.php?rsd	/Users/savashito/websites/intero/interovr.com/xmlrpc0db0.php	(from https://interovr.com/)
14:00:12	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22415-4ed4785da9bc0-gzip%22	https://interovr.com/wp-includes/wlwmanifest.xml	/Users/savashito/websites/intero/interovr.com/wp-includes/wlwmanifest.xml	(from https://interovr.com/)
14:00:13	2104/2104	---M--	200	added ('OK')	application/json	date:Wed,%2028%20Dec%202022%2019:00:13%20GMT	https://interovr.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Finterovr.com%2F	/Users/savashito/websites/intero/interovr.com/wp-json/oembed/1.0/embed762b.json	(from https://interovr.com/)
14:00:14	2184/2184	---M-Z	200	added ('OK')	text/xml	date:Wed,%2028%20Dec%202022%2019:00:14%20GMT	https://interovr.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Finterovr.com%2F&format=xml	/Users/savashito/websites/intero/interovr.com/wp-json/oembed/1.0/embed7a46	(from https://interovr.com/)
14:00:17	60029/60029	---M-Z	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2019:00:15%20GMT	https://interovr.com/es/	/Users/savashito/websites/intero/interovr.com/es/index.html	(from https://interovr.com/)
14:00:17	58200/58200	---M-Z	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2019:00:15%20GMT	https://interovr.com/developers/	/Users/savashito/websites/intero/interovr.com/developers/index.html	(from https://interovr.com/)
14:00:17	87773/87773	---M-Z	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2019:00:15%20GMT	https://interovr.com/app/	/Users/savashito/websites/intero/interovr.com/app/index.html	(from https://interovr.com/)
14:00:19	84349/84349	---M-Z	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2019:00:18%20GMT	https://interovr.com/virtual-reality-headset-for-sports/	/Users/savashito/websites/intero/interovr.com/virtual-reality-headset-for-sports/index.html	(from https://interovr.com/)
14:00:19	97752/97752	---M-Z	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2019:00:18%20GMT	https://interovr.com/press/	/Users/savashito/websites/intero/interovr.com/press/index.html	(from https://interovr.com/)
14:00:19	473824/473824	---M--	200	added ('OK')	image/jpeg	etag:%2273ae0-5b9afea79f6d6%22	https://interovr.com/wp-content/uploads/2019/07/DISPOSITIVOS.jpg	/Users/savashito/websites/intero/interovr.com/wp-content/uploads/2019/07/DISPOSITIVOS.jpg	(from https://interovr.com/)
14:00:20	65890/65890	---M-Z	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2019:00:20%20GMT	https://interovr.com/trial-gym/	/Users/savashito/websites/intero/interovr.com/trial-gym/index.html	(from https://interovr.com/)
14:00:20	2799723/2799723	---M--	200	added ('OK')	image/png	etag:%222ab86b-5b9afea6c5a8f%22	https://interovr.com/wp-content/uploads/2019/09/Main_Website_Oct1-2019.png	/Users/savashito/websites/intero/interovr.com/wp-content/uploads/2019/09/Main_Website_Oct1-2019.png	(from https://interovr.com/)
14:00:20	369467/369467	---M--	200	added ('OK')	image/jpeg	etag:%225a33b-5b9afea9202ea%22	https://interovr.com/wp-content/uploads/2019/01/1.jpg	/Users/savashito/websites/intero/interovr.com/wp-content/uploads/2019/01/1.jpg	(from https://interovr.com/)
14:00:21	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Dec%202022%2019:00:20%20GMT	https://interovr.com/our-history	/Users/savashito/websites/intero/interovr.com/our-history.e.delayed	(from https://interovr.com/)
14:00:21	92478/92478	---M-Z	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2019:00:20%20GMT	https://interovr.com/author/sam/	/Users/savashito/websites/intero/interovr.com/author/sam/index.html	(from https://interovr.com/)
14:00:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Dec%202022%2019:00:21%20GMT	https://interovr.com/team	/Users/savashito/websites/intero/interovr.com/team.f.delayed	(from https://interovr.com/)
14:00:22	59117/59117	---M-Z	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2019:00:21%20GMT	https://interovr.com/our-history/	/Users/savashito/websites/intero/interovr.com/our-history/index.html	(from https://interovr.com/)
14:00:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Dec%202022%2019:00:22%20GMT	https://interovr.com/press	/Users/savashito/websites/intero/interovr.com/press.10.delayed	(from https://interovr.com/)
14:00:23	73716/73716	---M-Z	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2019:00:22%20GMT	https://interovr.com/team/	/Users/savashito/websites/intero/interovr.com/team/index.html	(from https://interovr.com/)
14:00:24	1/1	---M--	400	error ('Bad%20Request')	text/html	date:Wed,%2028%20Dec%202022%2019:00:23%20GMT	https://interovr.com/wp-admin/admin-ajax.php	/Users/savashito/websites/intero/interovr.com/wp-admin/admin-ajax.11.delayed	(from https://interovr.com/)
14:00:24	74596/74596	---M-Z	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2019:00:23%20GMT	https://interovr.com/2019/07/25/intero-unam-lab/	/Users/savashito/websites/intero/interovr.com/2019/07/25/intero-unam-lab/index.html	(from https://interovr.com/)
14:00:24	56148/56148	---M-Z	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2019:00:24%20GMT	https://interovr.com/term-service/	/Users/savashito/websites/intero/interovr.com/term-service/index.html	(from https://interovr.com/)
14:00:24	81628/81628	---M-Z	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2019:00:23%20GMT	https://interovr.com/2018/08/20/remo-mexicano-rumbo-a-los-juegos-olimpicos-de-la-juventud-2018/	/Users/savashito/websites/intero/interovr.com/2018/08/20/remo-mexicano-rumbo-a-los-juegos-olimpicos-de-la-juventud-2018/index.html	(from https://interovr.com/)
14:00:25	14440/14440	---M-Z	200	added ('OK')	application/javascript	etag:%223868-5b9afea49908e-gzip%22	https://interovr.com/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.1.7	/Users/savashito/websites/intero/interovr.com/wp-content/plugins/contact-form-7/includes/js/scripts6725.js	(from https://interovr.com/)
14:00:26	57348/57348	---M-Z	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2019:00:25%20GMT	https://interovr.com/Privacy-Policy/	/Users/savashito/websites/intero/interovr.com/Privacy-Policy/index.html	(from https://interovr.com/)
14:00:27	34943/34943	---M-Z	200	added ('OK')	application/javascript	etag:%22887f-5b9afea643c7e-gzip%22	https://interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/isotope.js?ver=3.0.4	/Users/savashito/websites/intero/interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/isotope459e.js	(from https://interovr.com/)
14:00:28	21068/21068	---M-Z	200	added ('OK')	application/javascript	etag:%22524c-5b9afea643c7e-gzip%22	https://interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/jquery.infinitescroll.js?ver=2.1	/Users/savashito/websites/intero/interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/jquery.infinitescroll53cf.js	(from https://interovr.com/)
14:00:28	979/979	---M-Z	200	added ('OK')	application/javascript	etag:%223d3-5b9afea49afce-gzip%22	https://interovr.com/wp-content/plugins/fusion-core/js/min/avada-faqs.js?ver=1	/Users/savashito/websites/intero/interovr.com/wp-content/plugins/fusion-core/js/min/avada-faqs68b3.js	(from https://interovr.com/)
14:00:29	1771/1771	---M-Z	200	added ('OK')	application/javascript	etag:%226eb-5b9afea644c1e-gzip%22	https://interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/jquery.fitvids.js?ver=1.1	/Users/savashito/websites/intero/interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/jquery.fitvids4963.js	(from https://interovr.com/)
14:00:30	5206/5206	---M-Z	200	added ('OK')	application/javascript	etag:%221456-5b9afea643c7e-gzip%22	https://interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/fusion-video-general.js?ver=1	/Users/savashito/websites/intero/interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/fusion-video-general68b3.js	(from https://interovr.com/)
14:00:32	82087/82087	---M-Z	200	added ('OK')	application/javascript	etag:%22140a7-5b9afea644c1e-gzip%22	https://interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/jquery.ilightbox.js?ver=2.2.3	/Users/savashito/websites/intero/interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/jquery.ilightbox950a.js	(from https://interovr.com/)
14:00:32	1006/1006	---M-Z	200	added ('OK')	application/javascript	etag:%223ee-5b9afea644c1e-gzip%22	https://interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/jquery.mousewheel.js?ver=3.0.6	/Users/savashito/websites/intero/interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/jquery.mousewheel7c45.js	(from https://interovr.com/)
14:00:33	6453/6453	---M-Z	200	added ('OK')	application/javascript	etag:%221935-5b9afea642cde-gzip%22	https://interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/general/fusion-lightbox.js?ver=1	/Users/savashito/websites/intero/interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/general/fusion-lightbox68b3.js	(from https://interovr.com/)
14:00:34	6808/6808	---M-Z	200	added ('OK')	application/javascript	etag:%221a98-5b9afea644c1e-gzip%22	https://interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/imagesLoaded.js?ver=3.1.8	/Users/savashito/websites/intero/interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/imagesLoaded3a79.js	(from https://interovr.com/)
14:00:35	13772/13772	---M-Z	200	added ('OK')	application/javascript	etag:%2235cc-5b9afea644c1e-gzip%22	https://interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/packery.js?ver=2.0.0	/Users/savashito/websites/intero/interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/packery001e.js	(from https://interovr.com/)
14:00:36	12790/12790	---M-Z	200	added ('OK')	application/javascript	etag:%2231f6-5b9afea49afce-gzip%22	https://interovr.com/wp-content/plugins/fusion-core/js/min/avada-portfolio.js?ver=1	/Users/savashito/websites/intero/interovr.com/wp-content/plugins/fusion-core/js/min/avada-portfolio68b3.js	(from https://interovr.com/)
14:00:37	3341/3341	---M-Z	200	added ('OK')	application/javascript	etag:%22d0d-5b9afea644c1e-gzip%22	https://interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/cssua.js?ver=2.1.28	/Users/savashito/websites/intero/interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/cssuac93e.js	(from https://interovr.com/)
14:00:38	7511/7511	---M-Z	200	added ('OK')	application/javascript	etag:%221d57-5b9afea643c7e-gzip%22	https://interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/jquery.waypoints.js?ver=2.0.3	/Users/savashito/websites/intero/interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/jquery.waypointsb95e.js	(from https://interovr.com/)
14:00:40	13090/13090	---M-Z	200	added ('OK')	application/javascript	etag:%223322-5b9afea644c1e-gzip%22	https://interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/modernizr.js?ver=3.3.1	/Users/savashito/websites/intero/interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/modernizr3d36.js	(from https://interovr.com/)
14:00:40	447/447	---M-Z	200	added ('OK')	application/javascript	etag:%221bf-5b9afea643c7e-gzip%22	https://interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/general/fusion-waypoints.js?ver=1	/Users/savashito/websites/intero/interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/general/fusion-waypoints68b3.js	(from https://interovr.com/)
14:00:41	1082/1082	---M-Z	200	added ('OK')	application/javascript	etag:%2243a-5b9afea4c9dc9-gzip%22	https://interovr.com/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-animations.js?ver=1	/Users/savashito/websites/intero/interovr.com/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-animations68b3.js	(from https://interovr.com/)
14:00:42	953/953	---M-Z	200	added ('OK')	application/javascript	etag:%223b9-5b9afea4cad69-gzip%22	https://interovr.com/wp-content/plugins/fusion-builder/assets/js/min/library/jquery.countTo.js?ver=1	/Users/savashito/websites/intero/interovr.com/wp-content/plugins/fusion-builder/assets/js/min/library/jquery.countTo68b3.js	(from https://interovr.com/)
14:00:43	3731/3731	---M-Z	200	added ('OK')	application/javascript	etag:%22e93-5b9afea644c1e-gzip%22	https://interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/jquery.easyPieChart.js?ver=2.1.7	/Users/savashito/websites/intero/interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/jquery.easyPieCharte7f3.js	(from https://interovr.com/)
14:00:44	3004/3004	---M-Z	200	added ('OK')	application/javascript	etag:%22bbc-5b9afea643c7e-gzip%22	https://interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/jquery.appear.js?ver=1	/Users/savashito/websites/intero/interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/jquery.appear68b3.js	(from https://interovr.com/)
14:00:45	3370/3370	---M-Z	200	added ('OK')	application/javascript	etag:%22d2a-5b9afea4c9dc9-gzip%22	https://interovr.com/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-counters-circle.js?ver=1	/Users/savashito/websites/intero/interovr.com/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-counters-circle68b3.js	(from https://interovr.com/)
14:00:46	2916/2916	---M-Z	200	added ('OK')	application/javascript	etag:%22b64-5b9afea4c9dc9-gzip%22	https://interovr.com/wp-content/plugins/fusion-builder/assets/js/min/library/jquery.countdown.js?ver=1.0	/Users/savashito/websites/intero/interovr.com/wp-content/plugins/fusion-builder/assets/js/min/library/jquery.countdown5152.js	(from https://interovr.com/)
14:00:47	459/459	---M-Z	200	added ('OK')	application/javascript	etag:%221cb-5b9afea4c9dc9-gzip%22	https://interovr.com/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-countdown.js?ver=1	/Users/savashito/websites/intero/interovr.com/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-countdown68b3.js	(from https://interovr.com/)
14:00:48	1903/1903	---M-Z	200	added ('OK')	application/javascript	etag:%2276f-5b9afea4c9dc9-gzip%22	https://interovr.com/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-syntax-highlighter.js?ver=1	/Users/savashito/websites/intero/interovr.com/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-syntax-highlighter68b3.js	(from https://interovr.com/)
14:00:49	1348/1348	---M-Z	200	added ('OK')	application/javascript	etag:%22544-5b9afea4c9dc9-gzip%22	https://interovr.com/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-column-bg-image.js?ver=1	/Users/savashito/websites/intero/interovr.com/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-column-bg-image68b3.js	(from https://interovr.com/)
14:00:50	1281/1281	---M-Z	200	added ('OK')	application/javascript	etag:%22501-5b9afea642cde-gzip%22	https://interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/general/fusion-equal-heights.js?ver=1	/Users/savashito/websites/intero/interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/general/fusion-equal-heights68b3.js	(from https://interovr.com/)
14:00:51	1989/1989	---M-Z	200	added ('OK')	application/javascript	etag:%227c5-5b9afea4c9dc9-gzip%22	https://interovr.com/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-column.js?ver=1	/Users/savashito/websites/intero/interovr.com/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-column68b3.js	(from https://interovr.com/)
14:00:52	3955/3955	---M-Z	200	added ('OK')	application/javascript	etag:%22f73-5b9afea644c1e-gzip%22	https://interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/bootstrap.modal.js?ver=3.1.1	/Users/savashito/websites/intero/interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/bootstrap.modalb12b.js	(from https://interovr.com/)
14:00:53	4147/4147	---M-Z	200	added ('OK')	application/javascript	etag:%221033-5b9afea4c9dc9-gzip%22	https://interovr.com/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-modal.js?ver=1	/Users/savashito/websites/intero/interovr.com/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-modal68b3.js	(from https://interovr.com/)
14:00:54	4165/4165	---M-Z	200	added ('OK')	application/javascript	etag:%221045-5b9afea4c9dc9-gzip%22	https://interovr.com/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-content-boxes.js?ver=1	/Users/savashito/websites/intero/interovr.com/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-content-boxes68b3.js	(from https://interovr.com/)
14:00:55	336/336	---M-Z	200	added ('OK')	application/javascript	etag:%22150-5b9afea4c9dc9-gzip%22	https://interovr.com/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-events.js?ver=1	/Users/savashito/websites/intero/interovr.com/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-events68b3.js	(from https://interovr.com/)
14:00:56	1197/1197	---M-Z	200	added ('OK')	application/javascript	etag:%224ad-5b9afea4c9dc9-gzip%22	https://interovr.com/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-gallery.js?ver=1	/Users/savashito/websites/intero/interovr.com/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-gallery68b3.js	(from https://interovr.com/)
14:00:57	786/786	---M-Z	200	added ('OK')	application/javascript	etag:%22312-5b9afea4c9dc9-gzip%22	https://interovr.com/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-progress.js?ver=1	/Users/savashito/websites/intero/interovr.com/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-progress68b3.js	(from https://interovr.com/)
14:00:58	1387/1387	---M-Z	200	added ('OK')	application/javascript	etag:%2256b-5b9afea4c9dc9-gzip%22	https://interovr.com/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-flip-boxes.js?ver=1	/Users/savashito/websites/intero/interovr.com/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-flip-boxes68b3.js	(from https://interovr.com/)
14:00:59	26209/26209	---M-Z	200	added ('OK')	application/javascript	etag:%226661-5b9afea644c1e-gzip%22	https://interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/jquery.cycle.js?ver=3.0.3	/Users/savashito/websites/intero/interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/jquery.cycle19ce.js	(from https://interovr.com/)
14:01:00	966/966	---M-Z	200	added ('OK')	application/javascript	etag:%223c6-5b9afea4c9dc9-gzip%22	https://interovr.com/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-testimonials.js?ver=1	/Users/savashito/websites/intero/interovr.com/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-testimonials68b3.js	(from https://interovr.com/)
14:01:01	752/752	---M-Z	200	added ('OK')	application/javascript	etag:%222f0-5b9afea643c7e-gzip%22	https://interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/bootstrap.transition.js?ver=3.3.6	/Users/savashito/websites/intero/interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/bootstrap.transitione485.js	(from https://interovr.com/)
14:01:02	1495/1495	---M-Z	200	added ('OK')	application/javascript	etag:%225d7-5b9afea644c1e-gzip%22	https://interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/bootstrap.tab.js?ver=3.1.1	/Users/savashito/websites/intero/interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/bootstrap.tabb12b.js	(from https://interovr.com/)
14:01:03	4553/4553	---M-Z	200	added ('OK')	application/javascript	etag:%2211c9-5b9afea4c9dc9-gzip%22	https://interovr.com/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-tabs.js?ver=1	/Users/savashito/websites/intero/interovr.com/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-tabs68b3.js	(from https://interovr.com/)
14:01:04	3394/3394	---M-Z	200	added ('OK')	application/javascript	etag:%22d42-5b9afea644c1e-gzip%22	https://interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/bootstrap.collapse.js?ver=3.1.1	/Users/savashito/websites/intero/interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/bootstrap.collapseb12b.js	(from https://interovr.com/)
14:01:05	2472/2472	---M-Z	200	added ('OK')	application/javascript	etag:%229a8-5b9afea4c9dc9-gzip%22	https://interovr.com/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-toggles.js?ver=1	/Users/savashito/websites/intero/interovr.com/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-toggles68b3.js	(from https://interovr.com/)
14:01:06	1166/1166	---M-Z	200	added ('OK')	application/javascript	etag:%2248e-5b9afea643c7e-gzip%22	https://interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/jquery.fade.js?ver=1	/Users/savashito/websites/intero/interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/jquery.fade68b3.js	(from https://interovr.com/)
14:01:07	695/695	---M-Z	200	added ('OK')	application/javascript	etag:%222b7-5b9afea644c1e-gzip%22	https://interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/jquery.requestAnimationFrame.js?ver=1	/Users/savashito/websites/intero/interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/jquery.requestAnimationFrame68b3.js	(from https://interovr.com/)
14:01:08	10224/10224	---M-Z	200	added ('OK')	application/javascript	etag:%2227f0-5b9afea644c1e-gzip%22	https://interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/fusion-parallax.js?ver=1	/Users/savashito/websites/intero/interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/fusion-parallax68b3.js	(from https://interovr.com/)
14:01:09	4831/4831	---M-Z	200	added ('OK')	application/javascript	etag:%2212df-5b9afea644c1e-gzip%22	https://interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/fusion-video-bg.js?ver=1	/Users/savashito/websites/intero/interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/fusion-video-bg68b3.js	(from https://interovr.com/)
14:01:10	9578/9578	---M-Z	200	added ('OK')	application/javascript	etag:%22256a-5b9afea4c9dc9-gzip%22	https://interovr.com/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-container.js?ver=1	/Users/savashito/websites/intero/interovr.com/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-container68b3.js	(from https://interovr.com/)
14:01:12	157835/157835	---M-Z	200	added ('OK')	application/javascript	etag:%222688b-5b9afea4cad69-gzip%22	https://interovr.com/wp-content/plugins/fusion-builder/assets/js/min/library/Chart.js?ver=2.7.1	/Users/savashito/websites/intero/interovr.com/wp-content/plugins/fusion-builder/assets/js/min/library/Chart653d.js	(from https://interovr.com/)
14:01:12	5274/5274	---M-Z	200	added ('OK')	application/javascript	etag:%22149a-5b9afea4c9dc9-gzip%22	https://interovr.com/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-chart.js?ver=1	/Users/savashito/websites/intero/interovr.com/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-chart68b3.js	(from https://interovr.com/)
14:01:13	4269/4269	---M-Z	200	added ('OK')	application/javascript	etag:%2210ad-5b9afea4c9dc9-gzip%22	https://interovr.com/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-recent-posts.js?ver=1	/Users/savashito/websites/intero/interovr.com/wp-content/plugins/fusion-builder/assets/js/min/general/fusion-recent-posts68b3.js	(from https://interovr.com/)
14:01:14	5682/5682	---M-Z	200	added ('OK')	application/javascript	etag:%221632-5b9afea644c1e-gzip%22	https://interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/jquery.fusion_maps.js?ver=2.2.2	/Users/savashito/websites/intero/interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/library/jquery.fusion_maps605a.js	(from https://interovr.com/)
14:01:15	325/325	---M-Z	200	added ('OK')	application/javascript	etag:%22145-5b9afea642cde-gzip%22	https://interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/general/fusion-google-map.js?ver=1	/Users/savashito/websites/intero/interovr.com/wp-content/themes/Avada/includes/lib/assets/min/js/general/fusion-google-map68b3.js	(from https://interovr.com/)
